"StateNumber","State","CountyNumber","County","PrecinctNumber","Precinct"
"FL","Florida","12011","Broward County","N018",""
"FL","Florida","12011","Broward County","N019",""
"FL","Florida","12011","Broward County","N020",""
"FL","Florida","12011","Broward County","N021",""
"FL","Florida","12011","Broward County","N022",""
"FL","Florida","12011","Broward County","N023",""
"FL","Florida","12011","Broward County","N024",""
"FL","Florida","12011","Broward County","N026",""
"FL","Florida","12011","Broward County","N027",""
"FL","Florida","12011","Broward County","N028",""
"FL","Florida","12011","Broward County","N029",""
"FL","Florida","12011","Broward County","N030",""
"FL","Florida","12011","Broward County","N031",""
"FL","Florida","12011","Broward County","N033",""
"FL","Florida","12011","Broward County","N034",""
"FL","Florida","12011","Broward County","N035",""
"FL","Florida","12011","Broward County","N036",""
"FL","Florida","12011","Broward County","N037",""
"FL","Florida","12011","Broward County","N038",""
"FL","Florida","12011","Broward County","N039",""
"FL","Florida","12011","Broward County","N040",""
"FL","Florida","12011","Broward County","N041",""
"FL","Florida","12011","Broward County","N042",""
"FL","Florida","12011","Broward County","N043",""
"FL","Florida","12011","Broward County","P001",""
"FL","Florida","12011","Broward County","P002",""
"FL","Florida","12011","Broward County","P003",""
"FL","Florida","12011","Broward County","P004",""
"FL","Florida","12011","Broward County","P005",""
"FL","Florida","12011","Broward County","P006",""
"FL","Florida","12011","Broward County","P007",""
"FL","Florida","12011","Broward County","P008",""
"FL","Florida","12011","Broward County","P009",""
"FL","Florida","12011","Broward County","Q010",""
"FL","Florida","12011","Broward County","Q020",""
"FL","Florida","12011","Broward County","Q030",""
"FL","Florida","12011","Broward County","Q031",""
"FL","Florida","12011","Broward County","Q032",""
"FL","Florida","12011","Broward County","Q033",""
"FL","Florida","12011","Broward County","Q040",""
"FL","Florida","12011","Broward County","Q041",""
"FL","Florida","12011","Broward County","Q042",""
"FL","Florida","12011","Broward County","Q043",""
"FL","Florida","12011","Broward County","Q044",""
"FL","Florida","12011","Broward County","Q045",""
"FL","Florida","12011","Broward County","Q046",""
"FL","Florida","12011","Broward County","Q050",""
"FL","Florida","12011","Broward County","Q051",""
"FL","Florida","12011","Broward County","Q052",""
"FL","Florida","12011","Broward County","Q060",""
"FL","Florida","12011","Broward County","Q061",""
"FL","Florida","12011","Broward County","Q062",""
"FL","Florida","12011","Broward County","Q063",""
"FL","Florida","12011","Broward County","Q064",""
"FL","Florida","12011","Broward County","Q065",""
"FL","Florida","12011","Broward County","Q066",""
"FL","Florida","12011","Broward County","Q067",""
"FL","Florida","12011","Broward County","Q068",""
"FL","Florida","12011","Broward County","Q069",""
"FL","Florida","12011","Broward County","Q070",""
"FL","Florida","12011","Broward County","Q071",""
"FL","Florida","12011","Broward County","Q072",""
"FL","Florida","12011","Broward County","Q073",""
"FL","Florida","12011","Broward County","Q074",""
"FL","Florida","12011","Broward County","Q075",""
"FL","Florida","12011","Broward County","Q076",""
"FL","Florida","12011","Broward County","Q077",""
"FL","Florida","12011","Broward County","Q078",""
"FL","Florida","12011","Broward County","Q080",""
"FL","Florida","12011","Broward County","Q081",""
"FL","Florida","12011","Broward County","Q082",""
"FL","Florida","12011","Broward County","Q083",""
"FL","Florida","12011","Broward County","Q084",""
"FL","Florida","12011","Broward County","Q090",""
"FL","Florida","12011","Broward County","Q091",""
"FL","Florida","12011","Broward County","Q092",""
"FL","Florida","12011","Broward County","Q093",""
"FL","Florida","12011","Broward County","Q094",""
"FL","Florida","12011","Broward County","R001",""
"FL","Florida","12011","Broward County","R002",""
"FL","Florida","12011","Broward County","R003",""
"FL","Florida","12011","Broward County","R004",""
"FL","Florida","12011","Broward County","R005",""
"FL","Florida","12011","Broward County","R006",""
"FL","Florida","12011","Broward County","R007",""
"FL","Florida","12011","Broward County","R008",""
"FL","Florida","12011","Broward County","R009",""
"FL","Florida","12011","Broward County","R010",""
"FL","Florida","12011","Broward County","R011",""
"FL","Florida","12011","Broward County","R012",""
"FL","Florida","12011","Broward County","R013",""
"FL","Florida","12011","Broward County","R014",""
"FL","Florida","12011","Broward County","R015",""
"FL","Florida","12011","Broward County","R016",""
"FL","Florida","12011","Broward County","R017",""
"FL","Florida","12011","Broward County","R018",""
"FL","Florida","12011","Broward County","R020",""
"FL","Florida","12011","Broward County","R021",""
"FL","Florida","12011","Broward County","R022",""
"FL","Florida","12011","Broward County","R023",""
"FL","Florida","12011","Broward County","R024",""
"FL","Florida","12011","Broward County","R025",""
"FL","Florida","12011","Broward County","R026",""
"FL","Florida","12011","Broward County","R027",""
"FL","Florida","12011","Broward County","R028",""
"FL","Florida","12011","Broward County","R029",""
"FL","Florida","12011","Broward County","R030",""
"FL","Florida","12011","Broward County","R031",""
"FL","Florida","12011","Broward County","R032",""
"FL","Florida","12011","Broward County","R033",""
"FL","Florida","12011","Broward County","R034",""
"FL","Florida","12011","Broward County","R035",""
"FL","Florida","12011","Broward County","R036",""
"FL","Florida","12011","Broward County","R037",""
"FL","Florida","12011","Broward County","R038",""
"FL","Florida","12011","Broward County","R039",""
"FL","Florida","12011","Broward County","R040",""
"FL","Florida","12011","Broward County","R041",""
"FL","Florida","12011","Broward County","R043",""
"FL","Florida","12011","Broward County","R044",""
"FL","Florida","12011","Broward County","R045",""
"FL","Florida","12011","Broward County","R047",""
"FL","Florida","12011","Broward County","R048",""
"FL","Florida","12011","Broward County","R049",""
"FL","Florida","12011","Broward County","R050",""
"FL","Florida","12011","Broward County","R051",""
"FL","Florida","12011","Broward County","R052",""
"FL","Florida","12011","Broward County","R053",""
"FL","Florida","12011","Broward County","R054",""
"FL","Florida","12011","Broward County","R055",""
"FL","Florida","12011","Broward County","R056",""
"FL","Florida","12011","Broward County","R057",""
"FL","Florida","12011","Broward County","R058",""
"FL","Florida","12011","Broward County","R059",""
"FL","Florida","12011","Broward County","R060",""
"FL","Florida","12011","Broward County","R061",""
"FL","Florida","12011","Broward County","R062",""
"FL","Florida","12011","Broward County","R063",""
"FL","Florida","12011","Broward County","R064",""
"FL","Florida","12011","Broward County","R065",""
"FL","Florida","12011","Broward County","R066",""
"FL","Florida","12011","Broward County","R067",""
"FL","Florida","12011","Broward County","R068",""
"FL","Florida","12011","Broward County","R069",""
"FL","Florida","12011","Broward County","R071",""
"FL","Florida","12011","Broward County","R073",""
"FL","Florida","12011","Broward County","R074",""
"FL","Florida","12011","Broward County","R075",""
"FL","Florida","12011","Broward County","R076",""
"FL","Florida","12011","Broward County","R078",""
"FL","Florida","12011","Broward County","R079",""
"FL","Florida","12011","Broward County","R082",""
"FL","Florida","12011","Broward County","R083",""
"FL","Florida","12011","Broward County","R084",""
"FL","Florida","12011","Broward County","R085",""
"FL","Florida","12011","Broward County","R087",""
"FL","Florida","12011","Broward County","R088",""
"FL","Florida","12011","Broward County","R089",""
"FL","Florida","12011","Broward County","R090",""
"FL","Florida","12011","Broward County","R091",""
"FL","Florida","12011","Broward County","R095",""
"FL","Florida","12011","Broward County","R096",""
"FL","Florida","12011","Broward County","R098",""
"FL","Florida","12011","Broward County","R099",""
"FL","Florida","12011","Broward County","R100",""
"FL","Florida","12011","Broward County","R101",""
"FL","Florida","12011","Broward County","R103",""
"FL","Florida","12011","Broward County","R104",""
"FL","Florida","12011","Broward County","R105",""
"FL","Florida","12011","Broward County","R106",""
"FL","Florida","12011","Broward County","R107",""
"FL","Florida","12011","Broward County","R108",""
"FL","Florida","12011","Broward County","R109",""
"FL","Florida","12011","Broward County","R110",""
"FL","Florida","12011","Broward County","R112",""
"FL","Florida","12011","Broward County","R113",""
"FL","Florida","12011","Broward County","R114",""
"FL","Florida","12011","Broward County","R115",""
"FL","Florida","12011","Broward County","R116",""
"FL","Florida","12011","Broward County","R117",""
"FL","Florida","12011","Broward County","R118",""
"FL","Florida","12011","Broward County","S001",""
"FL","Florida","12011","Broward County","S002",""
"FL","Florida","12011","Broward County","S003",""
"FL","Florida","12011","Broward County","S004",""
"FL","Florida","12011","Broward County","S005",""
"FL","Florida","12011","Broward County","S006",""
"FL","Florida","12011","Broward County","S007",""
"FL","Florida","12011","Broward County","S008",""
"FL","Florida","12011","Broward County","S009",""
"FL","Florida","12011","Broward County","S010",""
"FL","Florida","12011","Broward County","S011",""
"FL","Florida","12011","Broward County","S012",""
"FL","Florida","12011","Broward County","S013",""
"FL","Florida","12011","Broward County","T001",""
"FL","Florida","12011","Broward County","T002",""
"FL","Florida","12011","Broward County","T003",""
"FL","Florida","12011","Broward County","T004",""
"FL","Florida","12011","Broward County","T005",""
"FL","Florida","12011","Broward County","T006",""
"FL","Florida","12011","Broward County","T007",""
"FL","Florida","12011","Broward County","T008",""
"FL","Florida","12011","Broward County","T009",""
"FL","Florida","12011","Broward County","T010",""
"FL","Florida","12011","Broward County","T011",""
"FL","Florida","12011","Broward County","T012",""
"FL","Florida","12011","Broward County","T013",""
"FL","Florida","12011","Broward County","T014",""
"FL","Florida","12011","Broward County","T015",""
"FL","Florida","12011","Broward County","T016",""
"FL","Florida","12011","Broward County","T017",""
"FL","Florida","12011","Broward County","T018",""
"FL","Florida","12011","Broward County","T019",""
"FL","Florida","12011","Broward County","T020",""
"FL","Florida","12011","Broward County","T021",""
"FL","Florida","12011","Broward County","T022",""
"FL","Florida","12011","Broward County","T023",""
"FL","Florida","12011","Broward County","T024",""
"FL","Florida","12011","Broward County","T025",""
"FL","Florida","12011","Broward County","T026",""
"FL","Florida","12011","Broward County","T027",""
"FL","Florida","12011","Broward County","T028",""
"FL","Florida","12011","Broward County","T029",""
"FL","Florida","12011","Broward County","T030",""
"FL","Florida","12011","Broward County","T031",""
"FL","Florida","12011","Broward County","T034",""
"FL","Florida","12011","Broward County","T035",""
"FL","Florida","12011","Broward County","T036",""
"FL","Florida","12011","Broward County","T037",""
"FL","Florida","12011","Broward County","T038",""
"FL","Florida","12011","Broward County","T039",""
"FL","Florida","12011","Broward County","U001",""
"FL","Florida","12011","Broward County","U002",""
"FL","Florida","12011","Broward County","U003",""
"FL","Florida","12011","Broward County","U004",""
"FL","Florida","12011","Broward County","U005",""
"FL","Florida","12011","Broward County","U006",""
"FL","Florida","12011","Broward County","U007",""
"FL","Florida","12011","Broward County","U008",""
"FL","Florida","12011","Broward County","U009",""
"FL","Florida","12011","Broward County","U010",""
"FL","Florida","12011","Broward County","U011",""
"FL","Florida","12011","Broward County","U012",""
"FL","Florida","12011","Broward County","U013",""
"FL","Florida","12011","Broward County","U014",""
"FL","Florida","12011","Broward County","U015",""
"FL","Florida","12011","Broward County","U016",""
"FL","Florida","12011","Broward County","V001",""
"FL","Florida","12011","Broward County","V002",""
"FL","Florida","12011","Broward County","V003",""
"FL","Florida","12011","Broward County","V004",""
"FL","Florida","12011","Broward County","V005",""
"FL","Florida","12011","Broward County","V006",""
"FL","Florida","12011","Broward County","V007",""
"FL","Florida","12011","Broward County","V008",""
"FL","Florida","12011","Broward County","V009",""
"FL","Florida","12011","Broward County","V010",""
